seq0, sp|C0H412|SWRD_BACSU
seq10065, sp|P40974|PUO_KOCRO
seq10066, sp|O07085|CZCO_BACSU
seq10067, sp|P06108|P49_STRLI
seq10068, sp|Q06DK7|TETX_SPHSM
seq10069, sp|Q9LPL3|YUC11_ARATH
seq10070, sp|P64752|Y921_MYCBO
seq10071, sp|P9WH43|RS1_MYCTU
seq10072, sp|O23024|YUC3_ARATH
seq10073, sp|O34943|YTPR_BACSU
seq10074, sp|H1ZZA4|AUAG_STIAU
seq10075, sp|Q7A105|GLPD_STAAW
seq10076, sp|Q5XAQ7|HPF_STRP6
seq10077, sp|Q10323|IMT3_SCHPO
seq10078, sp|O34943|YTPR_BACSU
seq10079, sp|Q74JA5|ADDB_LACJO
seq10080, sp|P16271|P1P_LACLC
seq10081, sp|P15292|P3P_LACLS
seq10082, sp|P15293|P2P_LACLC
seq10083, sp|Q02470|P2P_LACPA
seq10084, sp|Q02470|P2P_LACPA
seq10085, sp|Q95216|HLTF_RABIT
seq10086, sp|Q7V6G8|GLO2_PROMM
seq10087, sp|Q8DVR0|BRPA_STRMU
seq10088, sp|Q8DNZ9|MURT_STRR6
seq10089, sp|P96629|INT_BACSU
seq10090, sp|P96629|INT_BACSU
seq10091, sp|Q9K9A8|DPO42_ALKHC
seq10092, sp|O31990|UVRX_BACSU
seq10093, sp|Q3K3T1|DNAJ_STRA1
seq10094, sp|P05128|KPCG_BOVIN
seq10095, sp|Q3K3T1|DNAJ_STRA1
seq10096, sp|Q9K9A8|DPO42_ALKHC
seq10097, sp|P05128|KPCG_BOVIN
seq10098, sp|P25455|PIP1_DROME
seq10099, sp|Q8DY96|XERDL_STRA5
seq10100, sp|P46903|NATA_BACSU
seq10101, sp|Q8ZPK4|OSMV_SALTY
seq10102, sp|Q8ZPK4|OSMV_SALTY
seq10103, sp|P67329|TRHO_STRA5
seq10104, sp|P67329|TRHO_STRA5
seq10105, sp|O34659|CDAR_BACSU
seq10106, sp|P64376|ACUC_STAAN
seq10107, sp|P33348|YEHL_ECOLI
seq10108, sp|Q10211|YAY3_SCHPO
seq10109, sp|Q8ENF3|TAGU_OCEIH
seq10110, sp|P23496|LACXP_LACLL
seq10111, sp|P37782|RFBF_SHIFL
seq10112, sp|Q9AFG9|NEUA_STRA5
seq10113, sp|P31521|P47K_PSECL
seq10114, sp|P65405|MOBA_STAAN
seq10115, sp|O51968|GVPO1_HALSA
seq10116, sp|Q82AD2|SEPF2_STRAW
seq10117, sp|Q82KP4|SEPF1_STRAW
seq10118, sp|Q931S1|MSRR_STAAM
seq10119, sp|Q8DXX6|MUTS2_STRA5
seq10120, sp|Q6GHI8|LYTN_STAAR
seq10121, sp|Q9ZNI1|LYTN_STAA8
seq10122, sp|Q9ZNI1|LYTN_STAA8
seq10123, sp|Q6GHI8|LYTN_STAAR
seq10124, sp|Q5BKX5|CS054_HUMAN
seq10125, sp|Q2FYD8|PH_STAA8
seq10126, sp|P37574|YACP_BACSU
seq10127, sp|O21871|ENDON_BPLSK
seq10128, sp|P66657|RIMM_STAAW
seq10129, sp|P54168|YPGQ_BACSU
seq10130, sp|Q6NKI3|CAS9_CORDI
seq10131, sp|Q8VCE1|DJC28_MOUSE
seq10132, sp|Q03036|IRC4_YEAST
seq10133, sp|O14033|YEMC_SCHPO
seq10134, sp|Q03036|IRC4_YEAST
seq10135, sp|Q8E181|SEPF_STRA5
seq10136, sp|A9KEI8|SYI_COXBN
seq10137, sp|P52078|Y997_STAA8
seq10138, sp|Q3K3T1|DNAJ_STRA1
seq10139, sp|Q58735|Y1339_METJA
seq10140, sp|Q1I7B1|RLMM_PSEE4
seq10141, sp|P55049|YMEL_STRLN
seq10142, sp|P23154|CYPC_STRCO
seq10143, sp|P17885|BIMA_EMENI
seq10144, sp|S4TE15|TE3_HUMLU
seq10145, sp|P17885|BIMA_EMENI
seq10146, sp|P0AFW2|RMF_ECOLI
seq10147, sp|P0AB40|BHSA_ECOLI
seq10148, sp|Q7CQT7|YCAR_SALTY
seq10149, sp|B1JM17|RS21_YERPY
seq10150, sp|P64614|YHCN_ECOLI
seq10151, sp|Q79E92|YKGN_ECOLI
seq10152, sp|P76575|YFGJ_ECOLI
seq10153, sp|P76227|YNJH_ECOLI
seq10154, sp|Q8DKB4|CCML_THEEB
seq10155, sp|P64614|YHCN_ECOLI
seq10156, sp|P0AF85|YJFN_SHIFL
seq10157, sp|Q10468|B4GN1_RAT
seq10158, sp|Q10211|YAY3_SCHPO
seq10159, sp|Q6R2W3|SCND3_HUMAN
seq10160, sp|P42616|YQJC_ECOLI
seq10161, sp|P42616|YQJC_ECOLI
seq10162, sp|P42616|YQJC_ECOLI
seq10163, sp|A0R0W9|TREH_MYCS2
seq10164, sp|P71741|TREH_MYCTU
seq10165, sp|P71741|TREH_MYCTU
seq10166, sp|P71741|TREH_MYCTU
seq10167, sp|L7NCS1|NLP10_PHYCP
seq10168, sp|Q55707|Y617_SYNY3
seq10169, sp|Q2NEL0|EF2_METST
seq10170, sp|Q9EWX7|SEPF1_STRCO
seq10171, sp|P36677|YHDN_ECOLI
seq10172, sp|Q0ZDF7|URAD_AMICA
seq10173, sp|O07571|YHJQ_BACSU
seq10174, sp|P0A4D4|RIMM_STRLI
seq10175, sp|O75223|GGCT_HUMAN
seq10176, sp|B8GWW6|ALKB_CAUVN
seq10177, sp|J7RUA5|CAS9_STAAU
seq10178, sp|Q1GZI2|Y2088_METFK
seq10179, sp|Q9L1J9|CHPD_STRCO
seq10180, sp|Q9ZBK6|PSD_STRCO
seq10181, sp|Q04310|Y4629_STRCO
seq10182, sp|Q7CQJ7|YNFB_SALTY
seq10183, sp|P41792|EUTN_SALTY
seq10184, sp|P42598|YGJQ_ECOLI
seq10185, sp|P0A1L1|FLIO_SALTY
seq10186, sp|P26472|RFAY_SALTY
seq10187, sp|P0ADW3|YHCB_ECOLI
seq10188, sp|P0AAL9|YKGJ_ECOLI
seq10189, sp|P0AFY5|SANA_SHIFL
seq10190, sp|Q2JVA4|GLMU_SYNJA
seq10191, sp|P42598|YGJQ_ECOLI
seq10192, sp|P9WJ01|Y480_MYCTU
seq10193, sp|P33348|YEHL_ECOLI
seq10194, sp|P33348|YEHL_ECOLI
seq10195, sp|Q8T5T1|MDN1_GIAIN
seq10196, sp|P39364|SGCQ_ECOLI
seq10197, sp|P9WN19|GLTD_MYCTU
seq10198, sp|Q93L51|TETX_BACT4
seq10199, sp|H1ZZA4|AUAG_STIAU
seq10200, sp|P80861|YJLD_BACSU
seq10201, sp|O06834|STYA_PSEFL
seq10202, sp|P90795|GPDM_CAEEL
seq10203, sp|A0A0H3LKL4|6HN3M_BORBR
seq10204, sp|Q7X281|SDGC_STRSQ
seq10205, sp|Q9KZX7|VGB_STRCO
seq10206, sp|O07085|CZCO_BACSU
seq10207, sp|P44732|ORDL_HAEIN
seq10208, sp|Q93L51|TETX_BACT4
seq10209, sp|Q06DK7|TETX_SPHSM
seq10210, sp|O06489|YETM_BACSU
seq10211, sp|P32397|CGOX_BACSU
seq10212, sp|P18487|A37C_DROME
seq10213, sp|P50736|YPDA_BACSU
seq10214, sp|Q5L2G3|CZCO_GEOKA
seq10215, sp|A0R5T3|LIGC2_MYCS2
seq10216, sp|P09624|DLDH_YEAST
seq10217, sp|Q06DK7|TETX_SPHSM
seq10218, sp|P65297|YGDR_SHIFL
seq10219, sp|D4GYE7|GLPR_HALVD
seq10220, sp|A0R2E6|GPGS_MYCS2
seq10221, sp|Q68X33|Y329_RICTY
seq10222, sp|O32268|TUAG_BACSU
seq10223, sp|Q06706|ELP1_YEAST
seq10224, sp|Q06706|ELP1_YEAST
seq10225, sp|P42935|ELP2_YEAST
seq10226, sp|P42935|ELP2_YEAST
seq10227, sp|P42935|ELP2_YEAST
seq10228, sp|P42935|ELP2_YEAST
seq10229, sp|Q02908|ELP3_YEAST
seq10230, sp|Q02908|ELP3_YEAST
seq10231, sp|Q02908|ELP3_YEAST
seq10232, sp|Q02908|ELP3_YEAST
seq10233, sp|Q02908|ELP3_YEAST
seq10234, sp|Q02908|ELP3_YEAST
seq10235, sp|Q02908|ELP3_YEAST
seq10236, sp|Q02908|ELP3_YEAST
seq10237, sp|Q02908|ELP3_YEAST
seq10238, sp|Q08058|COQ10_YEAST
seq10239, sp|Q8CVS2|PTRA_ECOL6
seq10240, sp|A5E3Q3|CTU1_LODEL
seq10241, sp|A0A0H3JNB0|TARP_STAAN
seq10242, sp|P12921|TMRB_BACSU
seq10243, sp|P38874|ELP5_YEAST
seq10244, sp|P38874|ELP5_YEAST
seq10245, sp|P38874|ELP5_YEAST
seq10246, sp|P38874|ELP5_YEAST
seq10247, sp|P38874|ELP5_YEAST
seq10248, sp|Q04868|ELP6_YEAST
seq10249, sp|Q08985|SAM4_YEAST
seq10250, sp|Q08985|SAM4_YEAST
seq10251, sp|Q08985|SAM4_YEAST
seq10252, sp|P0AB01|ELYC_ECOLI
seq10253, sp|Q9ZVY7|OBP1A_ARATH
seq10254, sp|Q6NKI3|CAS9_CORDI
seq10255, sp|P37615|YHHM_ECOLI
seq10256, sp|P37615|YHHM_ECOLI
seq10257, sp|Q58523|Y1123_METJA
seq10258, sp|P0A5G0|Y2027_MYCBO
seq10259, sp|Q8S4R4|CRTSO_SOLLC
seq10260, sp|Q2J419|UBIG_RHOP2
seq10261, sp|P14020|DPM1_YEAST
seq10262, sp|Q58505|TRKA_METJA
seq10263, sp|P69066|SICA_SALTY
seq10264, sp|O06483|YFNE_BACSU
seq10265, sp|P26403|RFBN_SALTY
seq10266, sp|P15288|PEPD_ECOLI
seq10267, sp|P74101|Y1895_SYNY3
seq10268, sp|Q8IV45|UN5CL_HUMAN
seq10269, sp|Q47VK0|SURA_COLP3
seq10270, sp|Q8IV45|UN5CL_HUMAN
seq10271, sp|Q9LU21|PNSB3_ARATH
seq10272, sp|P74101|Y1895_SYNY3
seq10273, sp|P74101|Y1895_SYNY3
seq10274, sp|Q8IV45|UN5CL_HUMAN
seq10275, sp|Q8IV45|UN5CL_HUMAN
seq10276, sp|P74101|Y1895_SYNY3
seq10277, sp|P74101|Y1895_SYNY3
seq10278, sp|Q8EJM6|PDEB_SHEON
seq10279, sp|Q9LU21|PNSB3_ARATH
seq10280, sp|Q9I310|Y1727_PSEAE
seq10281, sp|P08320|VINT_BPP4
seq10282, sp|P08320|VINT_BPP4
seq10283, sp|P08320|VINT_BPP4
seq10284, sp|P08320|VINT_BPP4
seq10285, sp|P08320|VINT_BPP4
seq10286, sp|P08320|VINT_BPP4
seq10287, sp|P08320|VINT_BPP4
seq10288, sp|P08320|VINT_BPP4
seq10289, sp|P08320|VINT_BPP4
seq10290, sp|P08320|VINT_BPP4
seq10291, sp|O34943|YTPR_BACSU
seq10292, sp|Q7ZVJ8|MTL26_DANRE
seq10293, sp|Q7ZVJ8|MTL26_DANRE
seq10294, sp|Q9LU21|PNSB3_ARATH
seq10295, sp|P54208|CHLN_SYNE7
seq10296, sp|Q8YQD8|DFA3_NOSS1
seq10297, sp|Q8YQD8|DFA3_NOSS1
seq10298, sp|P56819|BACE1_RAT
seq10299, sp|Q5N5U2|CHLN_SYNP6
seq10300, sp|N0DKX5|BCID_CHLLM
seq10301, sp|P74041|Y816_SYNY3
seq10302, sp|P74007|SPOT_SYNY3
seq10303, sp|P74007|SPOT_SYNY3
seq10304, sp|P52074|GLCF_ECOLI
seq10305, sp|P52074|GLCF_ECOLI
seq10306, sp|P37820|MPG1_SULAC
seq10307, sp|P37820|MPG1_SULAC
seq10308, sp|P52074|GLCF_ECOLI
seq10309, sp|P54453|YQEH_BACSU
seq10310, sp|Q8CNC5|URED_STAES
seq10311, sp|Q14766|LTBP1_HUMAN
seq10312, sp|P0DUH5|DDDA_BURC1
seq10313, sp|P0DUH5|DDDA_BURC1
seq10314, sp|P0DUH5|DDDA_BURC1
seq10315, sp|P0DUH5|DDDA_BURC1
seq10316, sp|P0DUH5|DDDA_BURC1
seq10317, sp|P37462|ALKB_SALTY
seq10318, sp|Q9CXS4|CENPV_MOUSE
seq10319, sp|B5BFP9|SPRT_SALPK
seq10320, sp|P46144|YEDJ_ECOLI
seq10321, sp|P0ACK9|FUCR_SHIFL
seq10322, sp|O31713|FRUR_BACSU
seq10323, sp|Q8CMN2|SLE1_STAES
seq10324, sp|P37541|YAAT_BACSU
seq10325, sp|O34659|CDAR_BACSU
seq10326, sp|Q9KM76|NRDG_VIBCH
seq10327, sp|O34943|YTPR_BACSU
seq10328, sp|O34943|YTPR_BACSU
seq10329, sp|O34943|YTPR_BACSU
seq10330, sp|G8XHD8|BESA_STREN
seq10331, sp|P22745|BAM_DROME
seq10332, sp|P22745|BAM_DROME
seq10333, sp|O05503|YDHK_BACSU
seq10334, sp|O05503|YDHK_BACSU
seq10335, sp|O05503|YDHK_BACSU
seq10336, sp|Q836A6|TAGU_ENTFA
seq10337, sp|Q836A6|TAGU_ENTFA
seq10338, sp|N0DKX5|BCID_CHLLM
seq10339, sp|Q5MZU1|CBIA_SYNP6
seq10340, sp|Q2J419|UBIG_RHOP2
seq10341, sp|Q55467|CHLM_SYNY3
seq10342, sp|Q54435|KDTX_SERMA
seq10343, sp|P0A2B5|RIMM_SALTY
seq10344, sp|Q5HP69|RS1_STAEQ
seq10345, sp|Q8CSH9|MENG_STAES
seq10346, sp|O34943|YTPR_BACSU
seq10347, sp|Q9XDM6|PDUV_SALTY
seq10348, sp|P25534|UBIH_ECOLI
seq10349, sp|P25535|UBII_ECOLI
seq10350, sp|P54462|MTAB_BACSU
seq10351, sp|A6B4U8|ATL_VIBPQ
seq10352, sp|P54208|CHLN_SYNE7
seq10353, sp|P54208|CHLN_SYNE7
seq10354, sp|Q5MZS4|CHLB_SYNP6
seq10355, sp|O05503|YDHK_BACSU
seq10356, sp|Q3UHI0|CCSE2_MOUSE
seq10357, sp|Q8CSS3|MIAB_STAES
seq10358, sp|Q8CSS3|MIAB_STAES
seq10359, sp|Q8CSS3|MIAB_STAES
seq10360, sp|Q8CPR3|UGTP_STAES
seq10361, sp|Q5HQE7|UGTP_STAEQ
seq10362, sp|Q5MZB9|PSB28_SYNP6
seq10363, sp|P29353|SHC1_HUMAN
seq10364, sp|P29353|SHC1_HUMAN
seq10365, sp|P73204|PYR2_SYNY3
seq10366, sp|P73204|PYR2_SYNY3
seq10367, sp|P73204|PYR2_SYNY3
seq10368, sp|P73204|PYR2_SYNY3
seq10369, sp|P55886|YIGA_SALTY
seq10370, sp|P55886|YIGA_SALTY
seq10371, sp|P55886|YIGA_SALTY
seq10372, sp|P55886|YIGA_SALTY
seq10373, sp|P0A049|TRAC_STAAU
seq10374, sp|Q8CTF2|HPF_STAES
seq10375, sp|Q5N0W6|NDHN_SYNP6
seq10376, sp|P53540|SPC98_YEAST
seq10377, sp|Q14766|LTBP1_HUMAN
seq10378, sp|Q9FL87|CRR7_ARATH
seq10379, sp|O95243|MBD4_HUMAN
seq10380, sp|P72777|YC54L_SYNY3
seq10381, sp|P0DA75|DPO3A_STRPQ
seq10382, sp|Q5N066|NDHM_SYNP6
seq10383, sp|Q5N172|RRP3_SYNP6
seq10384, sp|O95243|MBD4_HUMAN
seq10385, sp|A9VRA8|TAGU_BACMK
seq10386, sp|Q7A0Y4|MSRR_STAAW
seq10387, sp|A9VRA8|TAGU_BACMK
seq10388, sp|Q7A0Y4|MSRR_STAAW
seq10389, sp|Q65E87|TAGU_BACLD
seq10390, sp|Q7A0Y4|MSRR_STAAW
seq10391, sp|O31990|UVRX_BACSU
seq10392, sp|O31990|UVRX_BACSU
seq10393, sp|P27078|VINT_BP434
seq10394, sp|Q8TZV9|XERA_PYRFU
seq10395, sp|O31990|UVRX_BACSU
seq10396, sp|Q8TZV9|XERA_PYRFU
seq10397, sp|Q8TZV9|XERA_PYRFU
seq10398, sp|Q8R890|XERCL_CALS4
seq10399, sp|A8F7B4|XER_PSELT
seq10400, sp|P20709|VINT_BPL54
seq10401, sp|Q14766|LTBP1_HUMAN
seq10402, sp|Q46509|MOP_DESGI
seq10403, sp|A6B4U8|ATL_VIBPQ
seq10404, sp|Q9LU21|PNSB3_ARATH
seq10405, sp|A6B4U8|ATL_VIBPQ
seq10406, sp|P22745|BAM_DROME
seq10407, sp|Q4UKR8|HSPC2_RICFE
seq10408, sp|P54435|YRKH_BACSU
seq10409, sp|Q8WXI9|P66B_HUMAN
seq10410, sp|Q8CPE6|GLPD_STAES
seq10411, sp|Q66LG9|CENPC_ARATH
seq10412, sp|Q2FZW3|DLTD_STAA8
seq10413, sp|Q5DU99|PRE3_STALE
seq10414, sp|Q8CSS3|MIAB_STAES
seq10415, sp|Q8CRJ1|LACR_STAES
seq10416, sp|Q8CPR3|UGTP_STAES
seq10417, sp|Q8CSL5|Y1102_STAES
seq10418, sp|A3N2D8|MNME_ACTP2
seq10419, sp|P76556|EUTP_ECOLI
seq10420, sp|P76556|EUTP_ECOLI
seq10421, sp|P0ADP4|YIGI_SHIFL
seq10422, sp|P0A8M9|YEEX_SHIFL
seq10423, sp|P19931|HYAE_ECOLI
seq10424, sp|Q47319|TAPT_ECOLI
seq10425, sp|P0ADW3|YHCB_ECOLI
seq10426, sp|P76102|INSQ_ECOLI
seq10427, sp|Q3Z250|PSRP_SHISS
seq10428, sp|P58065|KT3K_ECO57
seq10429, sp|P75767|GNGF_ECOLI
seq10430, sp|P76177|YDGH_ECOLI
seq10431, sp|P18013|IPAD_SHIFL
seq10432, sp|P33548|IPGB_SHIFL
seq10433, sp|P64612|ZAPE_ECOLI
seq10434, sp|P0ADV8|MLAC_SHIFL
seq10435, sp|P76556|EUTP_ECOLI
seq10436, sp|P0AE87|CPXP_SHIFL
seq10437, sp|P40711|ARFB_ECOLI
seq10438, sp|Q8XDZ4|SPY_ECO57
seq10439, sp|Q83JS6|SPRT_SHIFL
seq10440, sp|P0AEF3|DNAC_SHIFL
seq10441, sp|P64604|MLAD_ECOLI
seq10442, sp|Q3YW34|RSMJ_SHISS
seq10443, sp|P59843|INSB_HAEDU
seq10444, sp|P76462|YFAP_ECOLI
seq10445, sp|P76462|YFAP_ECOLI
seq10446, sp|P76462|YFAP_ECOLI
seq10447, sp|P76462|YFAP_ECOLI
seq10448, sp|P03734|G_LAMBD
seq10449, sp|P03734|G_LAMBD
seq10450, sp|P03734|G_LAMBD
seq10451, sp|P31471|YIEL_ECOLI
seq10452, sp|Q53201|Y4UI_SINFN
seq10453, sp|P31979|NUOF_ECOLI
seq10454, sp|P27240|RFAY_ECOLI
seq10455, sp|Q3Z3K4|YCAR_SHISS
seq10456, sp|P03702|GAM_LAMBD
seq10457, sp|Q4WUT7|TRM61_ASPFU
seq10458, sp|P0A1V3|YIS3_SHISO
seq10459, sp|P0AB40|BHSA_ECOLI
seq10460, sp|Q83KD7|YEJL_SHIFL
seq10461, sp|P0C080|RELB_SHIFL
seq10462, sp|Q46919|YQCC_ECOLI
seq10463, sp|P0AFJ4|YJDM_SHIFL
seq10464, sp|P76364|CBEA_ECOLI
seq10465, sp|P0C080|RELB_SHIFL
seq10466, sp|P16939|YIS1_SHISO
seq10467, sp|P0AF85|YJFN_SHIFL
seq10468, sp|P22586|FLIO_ECOLI
seq10469, sp|P76034|YCIT_ECOLI
seq10470, sp|Q83P30|ULAR_SHIFL
seq10471, sp|P0ACK5|DEOR_ECOLI
seq10472, sp|P59197|MIAA_SHIFL
seq10473, sp|P77721|YDJF_ECOLI
seq10474, sp|Q83LJ0|TRHO_SHIFL
seq10475, sp|P15082|SRLR_ECOLI
seq10476, sp|P0AF08|APBC_ECOLI
seq10477, sp|P36930|GATR_ECOLI
seq10478, sp|Q12955|ANK3_HUMAN
seq10479, sp|P32144|CSQR_ECOLI
seq10480, sp|P25519|HFLX_ECOLI
seq10481, sp|P76097|YDCJ_ECOLI
seq10482, sp|P23830|PSS_ECOLI
seq10483, sp|P0ACK2|AGAR_ECOLI
seq10484, sp|Q47688|YKFC_ECOLI
seq10485, sp|P66949|BEPA_SHIFL
seq10486, sp|P0AG15|SOHB_SHIFL
seq10487, sp|P43674|YCAL_ECOLI
seq10488, sp|P0ADS8|YGGE_SHIFL
seq10489, sp|P0AG15|SOHB_SHIFL
seq10490, sp|P25535|UBII_ECOLI
seq10491, sp|Q89B30|DNAC_BUCBP
seq10492, sp|P76160|YDFR_ECOLI
seq10493, sp|P76160|YDFR_ECOLI
seq10494, sp|P31471|YIEL_ECOLI
seq10495, sp|P75728|UBIF_ECOLI
seq10496, sp|P0AG70|RS1_SHIFL
seq10497, sp|P65292|YGDI_ECOLI
seq10498, sp|P0AEZ7|MLTD_ECOLI
seq10499, sp|P0A1V3|YIS3_SHISO
seq10500, sp|Q83KI3|YEGP_SHIFL
seq10501, sp|Q53201|Y4UI_SINFN
seq10502, sp|P0A900|YQIA_SHIFL
seq10503, sp|P39347|INTB_ECOLI
seq10504, sp|P39347|INTB_ECOLI
seq10505, sp|P39347|INTB_ECOLI
seq10506, sp|P39347|INTB_ECOLI
seq10507, sp|P39347|INTB_ECOLI
seq10508, sp|P39347|INTB_ECOLI
seq10509, sp|P39347|INTB_ECOLI
seq10510, sp|P64612|ZAPE_ECOLI
seq10511, sp|P0AE87|CPXP_SHIFL
seq10512, sp|P0AE87|CPXP_SHIFL
seq10513, sp|P0AE87|CPXP_SHIFL
seq10514, sp|P31471|YIEL_ECOLI
seq10515, sp|P0A9I8|NIRD_ECOLI
seq10516, sp|Q3YVD2|UBIE_SHISS
seq10517, sp|P64612|ZAPE_ECOLI
seq10518, sp|P0AGC6|MLTF_SHIFL
seq10519, sp|P52598|YGBI_ECOLI
seq10520, sp|P0AGM5|SIRB1_ECOLI
seq10521, sp|Q3Z3K6|LPXK_SHISS
seq10522, sp|A9VRA8|TAGU_BACMK
seq10523, sp|A9VRA8|TAGU_BACMK
seq10524, sp|A9VRA8|TAGU_BACMK
seq10525, sp|A9VRA8|TAGU_BACMK
seq10526, sp|A9VRA8|TAGU_BACMK
seq10527, sp|Q7A0Y4|MSRR_STAAW
seq10528, sp|P33030|YEIR_ECOLI
seq10529, sp|P33030|YEIR_ECOLI
seq10530, sp|Q9M571|PEAMT_SPIOL
seq10531, sp|Q9CI63|P2IN_LACLA
seq10532, sp|Q9CI63|P2IN_LACLA
seq10533, sp|P20709|VINT_BPL54
seq10534, sp|P20709|VINT_BPL54
seq10535, sp|O34614|YTQB_BACSU
seq10536, sp|Q03928|HSP18_CLOAB
seq10537, sp|O30851|ASP2_STRTR
seq10538, sp|Q7A0Y4|MSRR_STAAW
seq10539, sp|A9VRA8|TAGU_BACMK
seq10540, sp|Q7A0Y4|MSRR_STAAW
seq10541, sp|P52078|Y997_STAA8
seq10542, sp|P52078|Y997_STAA8
seq10543, sp|Q9CI63|P2IN_LACLA
seq10544, sp|O34600|NRNA_BACSU
seq10545, sp|P33030|YEIR_ECOLI
seq10546, sp|O05503|YDHK_BACSU
seq10547, sp|O05503|YDHK_BACSU
seq10548, sp|O05503|YDHK_BACSU
seq10549, sp|O05503|YDHK_BACSU
seq10550, sp|Q4L6I1|RS1_STAHJ
seq10551, sp|Q4L5V3|TRMFO_STAHJ
seq10552, sp|Q9SSR1|Y1259_ARATH
seq10553, sp|Q03036|IRC4_YEAST
seq10554, sp|O05503|YDHK_BACSU
seq10555, sp|Q4L5U1|RIMM_STAHJ
seq10556, sp|P42436|NASE_BACSU
seq10557, sp|P37574|YACP_BACSU
seq10558, sp|O31815|YNDL_BACSU
seq10559, sp|P54168|YPGQ_BACSU
seq10560, sp|Q4L5S5|RL28_STAHJ
seq10561, sp|O31815|YNDL_BACSU
seq10562, sp|Q2FV31|KT3K_STAA8
seq10563, sp|Q7D9A2|Y0809_MYCTO
seq10564, sp|P54168|YPGQ_BACSU
seq10565, sp|P54168|YPGQ_BACSU
seq10566, sp|Q4L608|GLPD_STAHJ
seq10567, sp|Q9C9Y4|FB136_ARATH
seq10568, sp|Q4PBL3|SET2_USTMA
seq10569, sp|F4JPP0|MORC3_ARATH
seq10570, sp|Q2NNE0|IQD22_ARATH
seq10571, sp|Q8DVR0|BRPA_STRMU
seq10572, sp|Q9CWU6|UQCC1_MOUSE
seq10573, sp|Q7MV19|FEOAB_PORGI
seq10574, sp|Q9LFU9|GNA1_ARATH
seq10575, sp|O34664|THIN_BACSU
seq10576, sp|Q8DW88|URDA_STRMU
seq10577, sp|Q8DWH2|DNAJ_STRMU
seq10578, sp|A9UMS3|PHB2_XENTR
seq10579, sp|Q8DW88|URDA_STRMU
seq10580, sp|A9UMS3|PHB2_XENTR
seq10581, sp|Q8DWH2|DNAJ_STRMU
seq10582, sp|A9UMS3|PHB2_XENTR
seq10583, sp|Q8DW88|URDA_STRMU
seq10584, sp|A9UMS3|PHB2_XENTR
seq10585, sp|Q8DWH2|DNAJ_STRMU
seq10586, sp|P20709|VINT_BPL54
seq10587, sp|P20709|VINT_BPL54
seq10588, sp|O34943|YTPR_BACSU
seq10589, sp|P71037|YWNB_BACSU
seq10590, sp|Q8DVR0|BRPA_STRMU
seq10591, sp|Q7MV19|FEOAB_PORGI
seq10592, sp|Q8DTE5|CAS2_STRMU
seq10593, sp|O32159|YURR_BACSU
seq10594, sp|Q5XAQ7|HPF_STRP6
seq10595, sp|Q7VN49|DUT_HAEDU
seq10596, sp|Q7VN49|DUT_HAEDU
seq10597, sp|Q8CWR9|RS1_STRR6
seq10598, sp|Q5XAQ7|HPF_STRP6
seq10599, sp|P58992|RUBR1_CHLTE
seq10600, sp|Q58536|ELP3_METJA
seq10601, sp|Q58536|ELP3_METJA
seq10602, sp|Q58536|ELP3_METJA
seq10603, sp|Q58536|ELP3_METJA
seq10604, sp|Q58536|ELP3_METJA
seq10605, sp|Q58536|ELP3_METJA
seq10606, sp|D5VRB9|ELP3_METIM
seq10607, sp|Q58536|ELP3_METJA
seq10608, sp|D5VRB9|ELP3_METIM
seq10609, sp|Q8H9D2|NQR_SOLTU
seq10610, sp|F9UNH3|URDA_LACPL
seq10611, sp|O34399|GLTB_BACSU
seq10612, sp|Q836J5|SYFB_ENTFA
seq10613, sp|Q9HXE2|DAUR_PSEAE
seq10614, sp|Q9HXE2|DAUR_PSEAE
seq10615, sp|Q9HXE2|DAUR_PSEAE
seq10616, sp|Q9HXE2|DAUR_PSEAE
seq10617, sp|Q58515|Y1115_METJA
seq10618, sp|P25397|TEHB_ECOLI
seq10619, sp|A8LQ43|UBIG_DINSH
seq10620, sp|P45754|GSPA_AERHY
seq10621, sp|Q93NF6|NBOR_PAENI
seq10622, sp|Q1MJ95|RGTE_RHIL3
seq10623, sp|Q05852|GTAB_BACSU
seq10624, sp|B3VA58|AGLK_METVO
seq10625, sp|B9E8E3|FABZ_MACCJ
seq10626, sp|A8LQ43|UBIG_DINSH
seq10627, sp|B9E8E3|FABZ_MACCJ
seq10628, sp|P62171|CSPC_BACCR
seq10629, sp|Q8EEZ1|SYN_SHEON
seq10630, sp|Q45061|YNEP_BACSU
seq10631, sp|Q45061|YNEP_BACSU
seq10632, sp|Q45061|YNEP_BACSU
seq10633, sp|P74257|GLPD_SYNY3
seq10634, sp|P25535|UBII_ECOLI
seq10635, sp|P37906|PUUB_ECOLI
seq10636, sp|B3E3I1|PYRC_GEOLS
seq10637, sp|P04395|3MG2_ECOLI
seq10638, sp|P04395|3MG2_ECOLI
seq10639, sp|B3E3I1|PYRC_GEOLS
seq10640, sp|B0C385|RPOC2_ACAM1
seq10641, sp|B3E3I1|PYRC_GEOLS
seq10642, sp|B0C385|RPOC2_ACAM1
seq10643, sp|A5EY50|SYK_DICNV
seq10644, sp|B0C385|RPOC2_ACAM1
seq10645, sp|C5BCB6|PEPQ_EDWI9
seq10646, sp|P22494|UMUC_SALTY
seq10647, sp|A5EY50|SYK_DICNV
